Species,Genus,Genome_id
Auricoccus indicus,Auricoccus,1849491.6
Auritidibacter ignavus,Auritidibacter,678932.3
Auritidibacter sp. NML100628,Auritidibacter,2170742.3
Auritidibacter sp. NML120636,Auritidibacter,2170743.3
Auritidibacter sp. NML120779,Auritidibacter,2170744.3
Auritidibacter sp. NML130574,Auritidibacter,2170745.3
Azospirillum brasilense,Azospirillum,192.153
Azospirillum sp.,Azospirillum,34012.4
Azospirillum sp. 47_25,Azospirillum,1896971.3
Azospirillum sp. 51_20,Azospirillum,1896972.3
Azospirillum sp. CAG,Azospirillum,1262705.3
Bacilli bacterium,,1903720.14
Bacilli bacterium VT-13-104,,1637974.5
Bacillus alcalophilus,Bacillus,1218173.3
Bacillus amyloliquefaciens,Bacillus,1390.153
Bacillus anthracis,Bacillus,1392.60
Bacillus cereus,Bacillus,572264.18
Bacillus clausii,Bacillus,79880.15
Bacillus coagulans,Bacillus,1398.106
Bacillus flexus,Bacillus,1444310.4
Bacillus foraminis,Bacillus,279826.4
Bacillus glycinifermentans,Bacillus,1664069.7
Bacillus idriensis,Bacillus,324768.4
Bacillus intestinalis,Bacillus,1963032.4
Bacillus jeddahensis,Bacillus,1461580.3
Bacillus licheniformis,Bacillus,1402.242
Bacillus litoralis,Bacillus,152268.5
Bacillus marisflavi,Bacillus,189381.23
Bacillus massiliglaciei,Bacillus,1816693.3
Bacillus massilionigeriensis,Bacillus,1805475.3
Bacillus massiliosenegalensis,Bacillus,1034347.3
Bacillus megaterium,Bacillus,1404.50
Bacillus obstructivus,Bacillus,1914540.3
Bacillus pacificus,Bacillus,2026187.8
Bacillus paralicheniformis,Bacillus,1648923.136
Bacillus paranthracis,Bacillus,2026186.6
Bacillus pumilus,Bacillus,1408.95
Bacillus safensis,Bacillus,561879.19
Bacillus smithii,Bacillus,665952.3
Bacillus sonorensis,Bacillus,119858.12
Bacillus sp. (in,Bacillus,1409.44
Bacillus sp. 220_BSPC,Bacillus,1579346.3
Bacillus sp. 2_A_57_CT2,Bacillus,665959.3
Bacillus sp. 445_BSPC,Bacillus,1581712.3
Bacillus sp. 522_BSPC,Bacillus,1579338.3
Bacillus sp. 7_6_55CFAA_CT2,Bacillus,665957.3
Bacillus sp. BT1B_CT2,Bacillus,665958.3
Bacillus sp. CAG,Bacillus,1262708.3
Bacillus sp. FDAARGOS_235,Bacillus,1839798.4
Bacillus sp. HMSC036E02,Bacillus,1715069.3
Bacillus sp. HMSC76G11,Bacillus,1608910.5
Bacillus sp. L75,Bacillus,1267944.3
Bacillus sp. L_1B0_12,Bacillus,1617024.3
Bacillus sp. S66,Bacillus,1842608.3
Bacillus sp. UMB0728,Bacillus,2066052.3
Bacillus sp. UMB0893,Bacillus,2066053.3
Bacillus sp. UMB0899,Bacillus,2029108.3
Bacillus sp. VT-16-64,Bacillus,1917019.3
Bacillus subtilis,Bacillus,1423.450
Bacillus thuringiensis,Bacillus,1428.252
Bacillus timonensis,Bacillus,1033734.3
Bacillus toyonensis,Bacillus,155322.253
Bacillus tuaregi,Bacillus,1816695.3
Bacillus vallismortis,Bacillus,72361.9
Bacillus velezensis,Bacillus,492670.328
Bacteroidales bacterium,,2030927.16
Bacteroidales bacterium 43_36,,1897038.3
Bacteroidales bacterium 43_8,,1897039.3
Bacteroidales bacterium 52_46,,1897040.3
Bacteroidales bacterium 55_9,,1897041.3
Bacteroidales bacterium H1,,1807749.4
Bacteroidales bacterium H10,,1807758.4
Bacteroidales bacterium H2,,1807750.4
Bacteroidales bacterium H3,,1807751.4
Bacteroidales bacterium H4,,1807752.4
Bacteroidales bacterium H5,,1807753.4
Bacteroidales bacterium H6,,1807754.4
Bacteroidales bacterium H7,,1807755.4
Bacteroidales bacterium H8,,1807756.4
Bacteroidales bacterium H9,,1807757.4
Bacteroidales bacterium KA00251,,1497953.4
Bacteroidales bacterium KA00344,,1497954.4
Bacteroides caccae,Bacteroides,411901.7
Bacteroides caccae CAG,Bacteroides,1263037.3
Bacteroides cellulosilyticus,Bacteroides,997874.3
Bacteroides cellulosilyticus CAG,Bacteroides,1263038.3
Bacteroides clarus,Bacteroides,762984.3
Bacteroides clarus CAG,Bacteroides,1263039.3
Bacteroides coprocola,Bacteroides,470145.6
Bacteroides coprocola CAG,Bacteroides,1263040.3
Bacteroides coprophilus,Bacteroides,547042.5
Bacteroides coprophilus CAG,Bacteroides,1263041.3
Bacteroides dorei,Bacteroides,556260.3
Bacteroides dorei CAG,Bacteroides,1263042.3
Bacteroides eggerthii,Bacteroides,665953.6
Bacteroides eggerthii CAG,Bacteroides,1263043.3
Bacteroides faecis,Bacteroides,1077285.3
Bacteroides faecis CAG,Bacteroides,1263044.3
Bacteroides finegoldii,Bacteroides,997888.3
Bacteroides finegoldii CAG,Bacteroides,1263045.3
Bacteroides fluxus,Bacteroides,763034.3
Bacteroides fragilis,Bacteroides,457424.5
Bacteroides fragilis CAG,Bacteroides,1263046.3
Bacteroides heparinolyticus,Bacteroides,28113.3
Bacteroides ihuae,Bacteroides,1852362.3
Bacteroides intestinalis,Bacteroides,471870.8
Bacteroides intestinalis CAG,Bacteroides,1263048.3
Bacteroides koreensis,Bacteroides,1912896.5
Bacteroides kribbi,Bacteroides,1912894.3
Bacteroides massiliensis,Bacteroides,1121098.4
Bacteroides nordii,Bacteroides,997884.3
Bacteroides oleiciplenus,Bacteroides,626931.3
Bacteroides ovatus,Bacteroides,665954.3
Bacteroides ovatus CAG,Bacteroides,1263050.3
Bacteroides pectinophilus CAG,Bacteroides,1263051.3
Bacteroides plebeius,Bacteroides,484018.6
Bacteroides plebeius CAG,Bacteroides,1263052.3
Bacteroides pyogenes,Bacteroides,1321819.3
Bacteroides salyersiae,Bacteroides,997887.3
Bacteroides sp. 1_1_14,Bacteroides,469585.3
Bacteroides sp. 1_1_30,Bacteroides,457387.3
Bacteroides sp. 1_1_6,Bacteroides,469586.3
Bacteroides sp. 2_1_16,Bacteroides,469587.3
Bacteroides sp. 2_1_22,Bacteroides,469588.3
Bacteroides sp. 2_1_33B,Bacteroides,469589.3
Bacteroides sp. 2_1_56FAA,Bacteroides,665938.3
Bacteroides sp. 2_2_4,Bacteroides,469590.5
Bacteroides sp. 3_1_13,Bacteroides,457389.4
Bacteroides sp. 3_1_19,Bacteroides,469592.4
Bacteroides sp. 3_1_23,Bacteroides,457390.3
Bacteroides sp. 3_1_33FAA,Bacteroides,457391.3
Bacteroides sp. 3_1_40A,Bacteroides,469593.3
Bacteroides sp. 3_2_5,Bacteroides,457392.3
Bacteroides sp. 41_26,Bacteroides,1896973.3
Bacteroides sp. 43_108,Bacteroides,1896974.3
Bacteroides sp. 43_46,Bacteroides,1897051.3
Bacteroides sp. 44_46,Bacteroides,1897052.3
Bacteroides sp. 4_1_36,Bacteroides,457393.3
Bacteroides sp. 4_3_47FAA,Bacteroides,457394.3
Bacteroides sp. 9_1_42FAA,Bacteroides,457395.6
Bacteroides sp. AF04-22,Bacteroides,2292913.3
Bacteroides sp. AF14-46,Bacteroides,2292914.3
Bacteroides sp. AF15-14LB,Bacteroides,2292915.3
Bacteroides sp. AF15-23LB,Bacteroides,2292916.3
Bacteroides sp. AF16-29,Bacteroides,2292917.3
Bacteroides sp. AF16-49,Bacteroides,2292192.3
Bacteroides sp. AF16-7,Bacteroides,2292918.3
Bacteroides sp. AF17-1,Bacteroides,2292919.3
Bacteroides sp. AF18-33,Bacteroides,2292920.3
Bacteroides sp. AF20-13LB,Bacteroides,2292921.3
Bacteroides sp. AF25-17LB,Bacteroides,2292922.3
Bacteroides sp. AF25-18,Bacteroides,2292923.3
Bacteroides sp. AF25-38AC,Bacteroides,2292924.3
Bacteroides sp. AF25-5LB,Bacteroides,2292925.3
Bacteroides sp. AF26-10BH,Bacteroides,2292926.3
Bacteroides sp. AF26-7BH,Bacteroides,2292193.3
Bacteroides sp. AF27-10BH,Bacteroides,2292927.3
Bacteroides sp. AF27-33,Bacteroides,2292194.3
Bacteroides sp. AF29-11,Bacteroides,2292928.3
Bacteroides sp. AF32-15BH,Bacteroides,2292929.3
Bacteroides sp. AF32-8BH,Bacteroides,2302925.3
Bacteroides sp. AF33-23,Bacteroides,2292930.3
Bacteroides sp. AF34-31BH,Bacteroides,2292931.3
Bacteroides sp. AF35-22,Bacteroides,2292932.3
Bacteroides sp. AF36-11BH,Bacteroides,2292933.3
Bacteroides sp. AF37-16AC,Bacteroides,2292934.3
Bacteroides sp. AF39-10AT,Bacteroides,2292935.3
Bacteroides sp. AF39-11AC,Bacteroides,2291999.3
Bacteroides sp. AF39-16AC,Bacteroides,2292936.3
Bacteroides sp. AM07-16,Bacteroides,2292000.3
Bacteroides sp. AM07-18,Bacteroides,2292937.3
Bacteroides sp. AM10-21B,Bacteroides,2292001.3
Bacteroides sp. AM16-13,Bacteroides,2292938.3
Bacteroides sp. AM16-15,Bacteroides,2292939.3
Bacteroides sp. AM16-24,Bacteroides,2292002.3
Bacteroides sp. AM18-9,Bacteroides,2292940.3
Bacteroides sp. AM22-3LB,Bacteroides,2292941.3
Bacteroides sp. AM23-12,Bacteroides,2292942.3
Bacteroides sp. AM23-18,Bacteroides,2292943.3
Bacteroides sp. AM25-34,Bacteroides,2292944.3
Bacteroides sp. AM26-11,Bacteroides,2292945.3
Bacteroides sp. AM26-2,Bacteroides,2292946.3
Bacteroides sp. AM27-13,Bacteroides,2292947.3
Bacteroides sp. AM28-6,Bacteroides,2292948.3
Bacteroides sp. AM30-16,Bacteroides,2292949.3
Bacteroides sp. AM32-11AC,Bacteroides,2292950.3
Bacteroides sp. AM37-9,Bacteroides,2292951.3
Bacteroides sp. AM41-16,Bacteroides,2292952.3
Bacteroides sp. AM44-19,Bacteroides,2292953.3
Bacteroides sp. AM51-7,Bacteroides,2292954.3
Bacteroides sp. AM54-2NS,Bacteroides,2292955.3
Bacteroides sp. AM56-10ce,Bacteroides,2302926.3
Bacteroides sp. CAG,Bacteroides,1262734.3
Bacteroides sp. CF01-10NS,Bacteroides,2292956.3
Bacteroides sp. D1,Bacteroides,556258.5
Bacteroides sp. D2,Bacteroides,556259.3
Bacteroides sp. D20,Bacteroides,585543.3
Bacteroides sp. D22,Bacteroides,585544.3
Bacteroides sp. HF-5092,Bacteroides,2594500.3
Bacteroides sp. HF-5300,Bacteroides,2594945.3
Bacteroides sp. HMSC067B03,Bacteroides,1739298.3
Bacteroides sp. HMSC068A09,Bacteroides,1739319.3
Bacteroides sp. HMSC073E02,Bacteroides,1739517.3
Bacteroides sp. HPS0048,Bacteroides,1078089.3
Bacteroides sp. KCTC 15687,Bacteroides,2447885.3
Bacteroides sp. KFT8,Bacteroides,2025659.3
Bacteroides sp. N54.MGS-20,Bacteroides,1637511.3
Bacteroides sp. NMBE5,Bacteroides,2184759.3
Bacteroides sp. OF02-3LB,Bacteroides,2292280.3
Bacteroides sp. OF03-11BH,Bacteroides,2292957.3
Bacteroides sp. OF04-15BH,Bacteroides,2292281.3
Bacteroides sp. OM05-10AA,Bacteroides,2292282.3
Bacteroides sp. OM05-12,Bacteroides,2292283.3
Bacteroides sp. OM08-11,Bacteroides,2292284.3
Bacteroides sp. OM08-17BH,Bacteroides,2292285.3
Bacteroides sp. PHL 2737,Bacteroides,2162637.3
Bacteroides sp. UNK.MGS-13,Bacteroides,1638779.3
Bacteroides sp. UNK.MGS-14,Bacteroides,1638780.3
Bacteroides sp. UW,Bacteroides,1450439.3
Bacteroides stercorirosoris,Bacteroides,871324.8
Bacteroides stercoris,Bacteroides,449673.7
Bacteroides stercoris CAG,Bacteroides,1263053.3
Bacteroides thetaiotaomicron,Bacteroides,818.40
Bacteroides thetaiotaomicron CAG,Bacteroides,1263054.3
Bacteroides timonensis,Bacteroides,1203465.3
Bacteroides uniformis,Bacteroides,411479.10
Bacteroides uniformis CAG,Bacteroides,1263055.3
Bacteroides vulgatus,Bacteroides,997891.3
Bacteroides vulgatus CAG,Bacteroides,1263056.3
Bacteroides xylanisolvens,Bacteroides,702447.3
Bacteroides zoogleoformans,Bacteroides,28119.4
Bacteroidetes bacterium,,1898104.137
Bacteroidetes oral taxon 274,,575590.3
Bartonella ancashensis,Bartonella,1318743.3
Bartonella bacilliformis,Bartonella,1293907.3
Bartonella elizabethae,Bartonella,1408427.3
Bartonella henselae,Bartonella,1402979.3
Bartonella quintana,Bartonella,1402975.3
Bartonella rochalimae,Bartonella,685782.3
Bergeriella denitrificans,Bergeriella,494.3
Bergeyella cardium,Bergeyella,1585976.5
Bifidobacteriaceae bacterium GH005,,2026092.4
Bifidobacteriaceae bacterium GH022,,2021357.4
Bifidobacteriaceae bacterium N170,,2021364.4
Bifidobacteriaceae bacterium NR003,,2021363.4
Bifidobacteriaceae bacterium NR015,,2021362.4
Bifidobacteriaceae bacterium NR016,,2026093.4
Bifidobacteriaceae bacterium NR017,,2021361.5
Bifidobacteriaceae bacterium NR019,,2021360.4
Bifidobacteriaceae bacterium NR020,,2021359.4
Bifidobacteriaceae bacterium NR021,,2026094.4
Bifidobacteriaceae bacterium NR026,,2026098.4
Bifidobacteriaceae bacterium NR047,,2026100.4
Bifidobacteriaceae bacterium VN002,,2026097.4
Bifidobacteriaceae bacterium VN003,,2021358.4
Bifidobacteriaceae bacterium WP012,,2026099.4
Bifidobacteriaceae bacterium WP021,,2026095.4
Bifidobacteriaceae bacterium WP022,,2026096.4
Bifidobacteriales bacterium 56_10,,1897063.3
Bifidobacterium adolescentis,Bifidobacterium,411481.5
Bifidobacterium adolescentis CAG,Bifidobacterium,1263057.3
Bifidobacterium angulatum,Bifidobacterium,518635.7
Bifidobacterium animalis,Bifidobacterium,28025.127
Bifidobacterium animalis subsp. animalis,Bifidobacterium,1402194.3
Bifidobacterium animalis subsp. lactis,Bifidobacterium,1168290.3
Bifidobacterium bifidum,Bifidobacterium,500634.3
Bifidobacterium bifidum CAG,Bifidobacterium,1263058.3
Bifidobacterium breve,Bifidobacterium,1385938.3
Bifidobacterium catenulatum,Bifidobacterium,566552.4
Bifidobacterium catenulatum subsp. kashiwanohense,Bifidobacterium,630129.12
Bifidobacterium dentium,Bifidobacterium,473819.7
Bifidobacterium gallicum,Bifidobacterium,561180.4
Bifidobacterium longum,Bifidobacterium,1322347.4
Bifidobacterium longum CAG,Bifidobacterium,1263059.3
Bifidobacterium longum subsp. infantis,Bifidobacterium,565040.3
Bifidobacterium longum subsp. longum,Bifidobacterium,1350471.3
Bifidobacterium longum subsp. suis,Bifidobacterium,1695.4
Bifidobacterium pseudocatenulatum,Bifidobacterium,547043.6
Bifidobacterium pseudocatenulatum CAG,Bifidobacterium,1263060.3
Bifidobacterium pseudolongum,Bifidobacterium,1447715.5
Bifidobacterium scardovii,Bifidobacterium,1150461.4
Bifidobacterium sp.,Bifidobacterium,41200.59
Bifidobacterium sp. 12_1_47BFAA,Bifidobacterium,469594.3
Bifidobacterium sp. 56_9_plus,Bifidobacterium,1897062.3
Bifidobacterium sp. N4G05,Bifidobacterium,2013020.3
Bifidobacterium sp. N5G01,Bifidobacterium,2013021.3
Bifidobacterium thermophilum,Bifidobacterium,1254439.12
Bilophila sp. 4_1_30,Bilophila,693988.3
Bilophila wadsworthia,Bilophila,563192.3
Bittarella massiliensis,Bittarella,1720313.8
Blastococcus sp. CCUG 61487,Blastococcus,1840703.3
Blastopirellula marina,Blastopirellula,124.11
Blautia hansenii,Blautia,537007.6
Blautia hominis,Blautia,2025493.3
Blautia hydrogenotrophica,Blautia,476272.21
Blautia hydrogenotrophica CAG,Blautia,1263061.3
Blautia luti,Blautia,649762.4
Blautia massiliensis,Blautia,1737424.50
Blautia obeum,Blautia,40520.1562
Blautia producta,Blautia,33035.4
Blautia sp.,Blautia,1955243.54
Blautia sp. AF13-16,Blautia,2292195.3
Blautia sp. AF14-40,Blautia,2292958.3
Blautia sp. AF17-9LB,Blautia,2292959.3
Blautia sp. AF19-1,Blautia,2292960.3
Blautia sp. AF19-10LB,Blautia,2292961.3
Blautia sp. AF19-13LB,Blautia,2292962.3
Blautia sp. AF19-34,Blautia,2292963.3
Blautia sp. AF22-5LB,Blautia,2292964.3
Blautia sp. AF25-12LB,Blautia,2292965.3
Blautia sp. AF26-2,Blautia,2292966.3
Blautia sp. AF32-4BH,Blautia,2292967.3
Blautia sp. AF34-10,Blautia,2292968.3
Blautia sp. AM16-16B,Blautia,2292969.3
Blautia sp. AM22-22LB,Blautia,2292970.3
Blautia sp. AM23-13AC,Blautia,2292971.3
Blautia sp. AM28-10,Blautia,2292972.3
Blautia sp. AM28-27,Blautia,2292973.3
Blautia sp. AM28-36,Blautia,2292974.3
Blautia sp. AM29-29,Blautia,2292975.3
Blautia sp. AM42-2,Blautia,2292976.3
Blautia sp. AM46-3MH,Blautia,2292977.3
Blautia sp. AM46-5,Blautia,2292978.3
Blautia sp. AM47-4,Blautia,2292979.3
Blautia sp. BCRC 81119,Blautia,2212480.5
Blautia sp. BIOML-A1,Blautia,2584624.3
Blautia sp. CAG,Blautia,1262755.3
Blautia sp. KGMB01111,Blautia,2509240.3
Blautia sp. KLE 1732,Blautia,1226324.3
Blautia sp. LMAG,Blautia,1969165.3
Blautia sp. OF01-4LB,Blautia,2292286.3
Blautia sp. OF03-13,Blautia,2292980.3
Blautia sp. OF03-15BH,Blautia,2292287.3
Blautia sp. OF09-25XD,Blautia,2292981.3
Blautia sp. OF11-22,Blautia,2292982.3
Blautia sp. OM05-6,Blautia,2292983.3
Blautia sp. OM06-15AC,Blautia,2292984.3
Blautia sp. OM07-19,Blautia,2292985.3
Blautia sp. SC05B48,Blautia,2479767.3
Blautia sp. SG-772,Blautia,2109334.3
Blautia sp. TF10-30,Blautia,2292986.3
Blautia sp. TF11-31AT,Blautia,2292987.3
Blautia sp. TF12-12AT,Blautia,2292988.3
Blautia sp. TF12-31AT,Blautia,2292989.3
Blautia sp. TM10-2,Blautia,2292990.3
Blautia sp. aa_0143,Blautia,2478953.3
Blautia wexlerae,Blautia,1121115.4
Bordetella bronchialis,Bordetella,463025.4
Bordetella bronchiseptica,Bordetella,1331198.3
Bordetella flabilis,Bordetella,463014.3
Bordetella genomosp. 1,Bordetella,1395607.3
Bordetella genomosp. 10,Bordetella,1416804.3
Bordetella genomosp. 11,Bordetella,1416808.3
Bordetella genomosp. 12,Bordetella,463035.3
Bordetella genomosp. 13,Bordetella,463040.3
Bordetella genomosp. 2,Bordetella,1983456.3
Bordetella genomosp. 4,Bordetella,463044.4
Bordetella genomosp. 5,Bordetella,1395608.3
Bordetella genomosp. 6,Bordetella,463024.3
Bordetella genomosp. 7,Bordetella,1416805.3
Bordetella genomosp. 8,Bordetella,1416806.3
Bordetella genomosp. 9,Bordetella,1416803.4
Bordetella hinzii,Bordetella,1331255.3
Bordetella holmesii,Bordetella,1458267.3
Bordetella parapertussis,Bordetella,257311.4
Bordetella pertussis,Bordetella,1331247.3
Bordetella sp. H567,Bordetella,1697043.4
Bordetella sp. J329,Bordetella,1977852.3
Bordetella trematum,Bordetella,123899.19
Borrelia crocidurae,Borrelia,29520.3
Borrelia duttonii,Borrelia,412419.20
Borrelia hermsii,Borrelia,314723.4
Borrelia mayonii,Borreliella,1674146.22
Borrelia miyamotoi,Borrelia,47466.3
Borrelia recurrentis,Borrelia,412418.25
Borrelia turicatae,Borrelia,142.3
Borreliella afzelii,Borreliella,411555.12
Borreliella bavariensis,Borreliella,290434.5
Borreliella burgdorferi,Borreliella,476210.27
Borreliella garinii,Borreliella,498743.25
Brachybacterium sp. HMSC06H03,Brachybacterium,1581127.4
Brachybacterium sp. UMB0905,Brachybacterium,2069310.3
Brachyspira aalborgi,Brachyspira,29522.19
Brachyspira pilosicoli,Brachyspira,1042418.4
Brachyspira sp. CAG,Brachyspira,1262759.3
Bradyrhizobium sp. DFCI-1,Bradyrhizobium,1230476.3
Bradyrhizobium sp. OHSU_III,Bradyrhizobium,1297865.3
Brevibacillus brevis,Brevibacillus,1129895.3
Brevibacillus massiliensis,Brevibacillus,1118054.3
Brevibacterium aurantiacum,Brevibacterium,273384.56
Brevibacterium casei,Brevibacterium,1229781.4
Brevibacterium luteolum,Brevibacterium,199591.5
Brevibacterium mcbrellneri,Brevibacterium,585530.3
Brevibacterium paucivorans,Brevibacterium,170994.3
Brevibacterium ravenspurgense,Brevibacterium,1176165.5
Brevibacterium senegalense,Brevibacterium,1033736.3
Brevibacterium sp. HMSC063G07,Brevibacterium,1739261.3
Brevibacterium sp. HMSC07C04,Brevibacterium,1581130.4
Brevibacterium sp. HMSC08F02,Brevibacterium,1581140.3
Brevibacterium sp. HMSC22B09,Brevibacterium,1581055.3
Brevibacterium sp. HMSC24B04,Brevibacterium,1581060.5
Brevundimonas diminuta,Brevundimonas,1035191.3
Brevundimonas vancanneytii,Brevundimonas,1325724.3
Brevundimonas vesicularis,Brevundimonas,41276.4
Brucella abortus,Brucella,1169209.3
Brucella canis,Brucella,1229903.3
Brucella inopinata,Brucella,470735.4
Brucella melitensis,Brucella,546272.3
Brucella sp. 2280,Brucella,2592625.4
Brucella sp. 63/311,Brucella,1160235.3
Brucella sp. BO2,Brucella,693750.4
Brucella sp. CMUL 003,Brucella,1905694.4
Brucella sp. CMUL 004,Brucella,1905695.3
Brucella sp. CMUL 010,Brucella,1906855.4
Brucella sp. CMUL 013,Brucella,1906856.4
Brucella sp. CMUL 014,Brucella,1905696.4
Brucella sp. CMUL 015,Brucella,1905697.4
Brucella sp. CMUL 018,Brucella,1906857.4
Brucella sp. CMUL 024,Brucella,1912098.4
Brucella sp. CMUL 025,Brucella,1905698.4
Brucella sp. CMUL 026,Brucella,1912099.4
Brucella sp. CMUL 027,Brucella,1905699.4
Brucella sp. CMUL 029,Brucella,1912100.4
Brucella sp. CMUL 030,Brucella,1927133.3
Brucella sp. CMUL 031,Brucella,1927134.3
Brucella sp. CMUL 034,Brucella,1927136.4
Brucella sp. CMUL 035,Brucella,1927135.3
Brucella sp. CMUL 036,Brucella,1905700.4
Brucella sp. CMUL 08,Brucella,1909733.4
Brucella suis,Brucella,1198683.3
Brucellaceae bacterium VT-16-1752,,2487907.3
Bulleidia extructa,Bulleidia,679192.3
Burkholderia ambifaria,Burkholderia,398577.6
Burkholderia cenocepacia,Burkholderia,331271.8
Burkholderia cepacia,Burkholderia,292.135
Burkholderia contaminans,Burkholderia,488447.23
Burkholderia diffusa,Burkholderia,488732.25
Burkholderia dolosa,Burkholderia,1385930.3
Burkholderia gladioli,Burkholderia,28095.46
Burkholderia glumae,Burkholderia,1176514.4
Burkholderia lata,Burkholderia,482957.39
Burkholderia latens,Burkholderia,488446.6
Burkholderia mallei,Burkholderia,243160.12
Burkholderia multivorans,Burkholderia,985079.3
Burkholderia oklahomensis,Burkholderia,441162.11
Burkholderia pseudomallei,Burkholderia,1085027.3
Burkholderia pyrrocinia,Burkholderia,60550.26
Burkholderia singularis,Burkholderia,1503053.3
Burkholderia sp. 117,Burkholderia,2020481.3
Burkholderia sp. 129,Burkholderia,2020482.3
Burkholderia sp. 136(2017),Burkholderia,2020484.3
Burkholderia sp. 137,Burkholderia,2020483.3
Burkholderia sp. AU12872,Burkholderia,2171707.3
Burkholderia sp. AU15512,Burkholderia,2015345.3
Burkholderia sp. AU16482,Burkholderia,2015346.3
Burkholderia sp. AU16741,Burkholderia,2015347.3
Burkholderia sp. AU17325,Burkholderia,2015348.3
Burkholderia sp. AU17457,Burkholderia,2015349.3
Burkholderia sp. AU18528,Burkholderia,2015350.3
Burkholderia sp. AU27893,Burkholderia,2015351.3
Burkholderia sp. AU28863,Burkholderia,2015352.3
Burkholderia sp. AU31280,Burkholderia,2015353.3
Burkholderia sp. AU31652,Burkholderia,2015354.3
Burkholderia sp. AU33423,Burkholderia,2015355.3
Burkholderia sp. AU33647,Burkholderia,2015356.3
Burkholderia sp. AU33803,Burkholderia,2015357.3
Burkholderia sp. AU6039,Burkholderia,2015344.3
Burkholderia sp. HMSC10F09,Burkholderia,1581083.4
Burkholderia sp. K4410.MGS-135,Burkholderia,1637500.3
Burkholderia stabilis,Burkholderia,95485.5
Burkholderia territorii,Burkholderia,1503055.38
Burkholderia thailandensis,Burkholderia,1241582.3
Burkholderia vietnamiensis,Burkholderia,60552.42
Burkholderiales bacterium,,1891238.8
Burkholderiales bacterium 1_1_47,,469610.4
Burkholderiales bacterium CNM695-12,,1965230.3
Butyricicoccus sp.,Butyricicoccus,2049021.5
Butyricicoccus sp. AF10-3,Butyricicoccus,2292196.3
Butyricicoccus sp. AF15-40,Butyricicoccus,2292197.3
Butyricicoccus sp. AF22-28AC,Butyricicoccus,2292198.3
Butyricicoccus sp. AF24-19AC,Butyricicoccus,2292199.3
Butyricicoccus sp. AF35-5AC,Butyricicoccus,2292003.3
Butyricicoccus sp. AM05-1,Butyricicoccus,2292004.3
Butyricicoccus sp. AM18-35,Butyricicoccus,2292005.3
Butyricicoccus sp. AM27-36,Butyricicoccus,2292293.3
